,courseNum,courseName,description
212,EN58044101,Cellular Engineering,"Prereqs: 580.221 or 020.305 and 020.306 (or equivalent) and 030.205
This course focuses on principles and applications in cell engineering.  Class lectures include an overview of molecular biology fundamentals, protein/ligand binding, receptor/ligand trafficking, cell-cell interactions, cell-matrix interactions, and cell adhesion and migration at both theoretical and experimental levels.  Lectures will cover the effects of physical (e.g. shear stress, strain), chemical (e.g. cytokines, growth factors) and electrical stimuli on cell function, emphasizing topics on gene regulation and signal transduction processes.  Furthermore, topics in metabolic engineering, enzyme evolution, polymeric biomaterials, and drug and gene delivery will be discussed.  This course is intended as Part 1 of a two-semester sequence recommended for students in the Cell and Tissue Engineering focus area.   Meets with 580.641"
213,EN60129001,User Interfaces and Mobile Applications,"This course will provide students with a rich development experience, focused on the design and implementation of user interfaces and mobile applications. A brief overview of human computer interaction will provide context for designing, prototyping and evaluating user interfaces. Students will invent their own mobile applications and implement them using the Android SDK, which is JAVA based. An overview of the Android platform and available technologies will be provided, as well as XML for layouts, and general concepts for effective mobile development. Students will be expected to explore and experiment with outside resources in order to learn technical details independently. There will also be an emphasis on building teamwork skills, and on using modern development techniques and tools."
214,EN55344701,Quantitative Portfolio Theory and Performance Analysis,"This course focuses on modern quantitative portfolio theory, models, and analysis. Topics include intertemporal approaches to modeling and optimizing asset selection and asset allocation; benchmarks (indexes), performance assessment (including, Sharpe, Treynor and Jenson ratios) and performance attribution; immunization theorems; alpha-beta separation in management, performance measurement and attribution; Replicating Benchmark Index (RBI) strategies using cash securities / derivatives; Liability-Driven Investment (LDI); and the taxonomy and techniques of strategies for traditional management: Passive, Quasi-Passive (Indexing) Semi-Active (Immunization & Dedicated) Active (Scenario, Relative Value, Total Return and Optimization). In addition, risk management and hedging techniques are also addressed."
215,EN50010301,Hopkins Engineering Sampler Seminar,"This course provides students with an overview of the undergraduate programs in the Whiting School of Engineering. Faculty from various departments will introduce students to their discipline including aspects of their personal research. Freshmen only.
"
216,EN60132001,Parallel Programming,"This course prepares the programmer to tackle the massive data sets and huge problem size of modern scientific and enterprise computing. Google and IBM have commented that undergraduate CS majors are unable to ""break the single server mindset"" (http://www.google.com/intl/en/ press/pressrel/20071008_ibm_univ.html). Students taking this course will abandon the comfort of serial algorithmic thinking and learn to harness the power of cutting-edge software and hardware technologies. The issue of parallelism spans many architectural levels. Even ``single server'' systems must parallelize computation in order to exploit the inherent parallelism of recent multi-core processors. The course will examine different forms of parallelism in four sections. These are: (1) massive data-parallel computations with Hadoop!; (2) programming compute clusters with MPI; (3) thread-level parallelism in Java; and, (4) GPGPU parallel programming with NVIDIA's Cuda. Each section will be approximately 3 weeks and each section will involve a programming project. The course is also suitable for undergraduate and graduate students from other science and engineering disciplines that have prior programming experience. [Systems] 
Prerequisite: EN.600.233/EN.601.229 and EN.601.226"
217,EN60135001,Genomic Data Science,"This course will use a project-based approach to introduce undergraduates to research in computational biology and genomics. During the semester, students will take a series of large data sets, all derived from recent research, and learn all the computational steps required to convert raw data into a polished analysis. Data challenges might include the DNA sequences from a bacterial genome project, the RNA sequences from an experiment to measure gene expression, the DNA from a human microbiome sequencing experiment, and others. Topics may vary from year to year. In addition to computational data analysis, students will learn to do critical reading of the scientific iterature by reading high-profile research papers that generated groundbreaking or controversial results. [Applications] Recommended Course Background: Knowledge of the Unix operating system and programming expertise in a language such as Perl or Python."
218,EN60146801,Machine Translation,"Google translate can instantly translate between any pair of over fifty human languages (for instance, from French to English). How does it do that? Why does it make the errors that it does? And how can you build something better? Modern translation systems learn to translate by reading millions of words of already translated text, and this course will show you how they work. The course covers a diverse set of fundamental building blocks from linguistics, machine learning, algorithms, data structures, and formal language theory, along with their application to a real and difficult problem in artificial intelligence."
219,EN50013401,Bootcamp: MATLAB,"This on-line course provides students who have already achieved a basic understanding of programming and computational thinking in one programming language with an opportunity to apply these skills in another programming language. While the course is taught on-line, students are required to take and pass an in-person final exam administered on paper to receive a passing grade. This final will be administered on a date to be determined by the course instructor."
220,EN60127001,Open Source Software Engineering (Semesters of Code I),"The course will provide students a development experience focused on learning software engineering skills to deliver software at scale to a broad community of users associated with open source licensed projects. The class work will introduce students to ideas behind open source software with structured modules on recognizing and building healthy project structure, intellectual property basics, community & project governance, social and ethical concerns, and software economics."
221,EN60142201,Software Testing & Debugging,"Studies show that testing can account for over 50% of software development costs. This course presents a comprehensive study of software testing, principles, methodologies, tools, and techniques. Topics include testing principles, coverage (graph coverage, logic coverage, input space partitioning, and syntax-based coverage), unit testing, higher-order testing (integration, system-level, acceptance), testing approaches (white-box, black-box, grey-box), regression testing, debugging, delta debugging, and several specific types of functional and non-functional testing as schedule/interest permits (GUI testing, usability testing, security testing, load/performance testing, A/B testing etc.). For practical topics, state- of-the-art tools/techniques will be studied and utilized. [Systems]"
222,EN56019201,CaSE Design,"Through this course, students will be introduced to various design principles and further explore the role of civil and systems engineering design in communities and society.  Students will work collaboratively with a civil and systems engineering senior design team or research group to explore the impact of their intended design on communities."
223,EN58024401,Nonlinear Dynamics of Biological Systems,"Analysis and simulation of nonlinear behavior in biological systems: bifurcations (cell-fate decision), limit cycles (cell-cycle, neuronal excitations), chaos, and maps.  Matlab will be used to simulate these systems and motivate nonlinear analytic tools and stability analysis.  Recommended course background: AS.110.201 Linear Algebra, AS.110.302 Differential Equations, or EN.553.292 Linear Algebra and Differential Equations."
224,EN60147401,ML: Learning Theory,"This is an undergraduate level course in machine learning. It will provide a formal and in-depth coverage of topics in statistical and computational learning theory. We will revisit popular machine learning algorithms and understand their performance in terms of the size of the data (sample complexity), memory needed (space complexity), as well as the overall runtime (computational or iteration complexity). We will cover topics including PAC learning, uniform convergence, VC dimension, Rademacher complexity, algorithmic stability, kernel methods, online learning and reinforcement learning, as well as introduce students to current topics in large-scale machine- learning and randomized projections. General focus will be on combining methodology with theoretical and computational foundations. [Analysis]"
225,EN53020501,Manufacturing Engineering Laboratory,"This course is the laboratory that supports EN.530.204 Manufacturing Engineering Theory. While concurrent enrollment with EN.530.204 is suggested, it is not required."
226,EN56049101,Civil Engineering Seminar I,S/U grading only.  Seminar series of speakers on various aspects of civil engineering.  Different speakers are invited each semester.  Civil engineering undergraduate students must take at least two semesters of seminar; typically completed in junior year.
227,EN60141101,Computer Science Innovation & Entrepreneurship II,"This course is the second half of a two-course sequence and is a continuation of course EN.660.410.01, CS Innovation and Entrepreneurship, offered by the Center for Leadership Education (CLE). In this sequel course the student groups, directed by CS faculty, will implement the business idea which was developed in the first course and will present the implementations and business plans to an outside panel made up of practitioners, industry representatives, and venture capitalists. [General]"
228,EN58042401,Neuroengineering and Lab,Coreq: 580.422     A laboratory course in which various physiological preparations are used as examples of problems of applying technology in biological systems. The emphasis in this course is on the design of experimental measurements and on physical models of biological systems.
229,EN60145401,Augmented Reality,"Same as EN.601.654, for undergraduate students. This course introduces students to the field of Augmented Reality. It reviews its basic definitions, principles and applications. It then focuses on Medical Augmented Reality and its particular requirements. The course also discusses the main issues of calibration, tracking, multi-modal registration, advance visualization and display technologies. Homework in this course will relate to the mathematical methods used for calibration, tracking and visualization in medical augmented reality. Students may also be asked to read papers and implement various techniques within  group projects.  Recommended Course Background: EN.601.220, EN.601.226, and AS.110.201. [Applications]"
230,EN55311201,Statistical Analysis II,"Second semester of a general survey of statistical methodology.  Topics include two-sample hypothesis tests, analysis of variance, linear regression, correlation, analysis of categorical data, and nonparametrics.  Students who may wish to undertake more than two semesters of probability and statistics should strongly consider the EN.553.420-430 sequence."
231,EN56045301,An Introduction to Network Modeling,"Many real-world problems can be modeled using network structures, and solved using tools from network theory. For this reason, network modeling plays a critical role in various disciplines ranging from physics and mathematics, to biology and computer science, and almost all areas of social science. This course will provide an introduction to network theory, network flow algorithms, modeling processes on networks and examples of empirical network applications spanning transport, health and energy systems."
232,EN53024101,Electronics & Instrumentation,"Prereqs: Physics I and II or Intro to Mechanics I and II  -  Coreqs: one of three Linear Algebra and Differential Equations course options:  1) 550.291, 2) both 110.201 and 110.302, or 3) both 110.201 and 110.306.  -  Introduction to basic analog electronics and instrumentation with emphasis on basic electronic devices and techniques relevant to mechanical engineering. Topics include basic circuit analysis, laboratory instruments, discrete components, transistors, filters, op-amps, amplifiers, differential amplifiers, power amplification, power regulators, AC and DC power conversion, system design considerations (noise, precision, accuracy, power, efficiency), and applications to engineering instrumentation."
233,EN60145501,Computer Integrated Surgery I,"This course focuses on computer-based techniques, systems, and applications exploiting quantitative information from medical images and sensors to assist clinicians in all phases of treatment from diagnosis to preoperative planning, execution, and follow-up. It emphasizes the relationship between problem definition, computer-based technology, and clinical application and includes a number of guest lectures given by surgeons and other experts on requirements and opportunities in particular clinical areas. 
Recommended Course Background: EN.601.220, EN.601.457, EN.601.461, image processing."
234,EN55342601,Introduction to Stochastic Processes,"Mathematical theory of stochastic processes. Emphasis on deriving the dependence relations, statistical properties, and sample path behavior including random walks, Markov chains (both discrete and continuous time), Poisson processes, martingales, and Brownian motion. Applications that illuminate the theory.  Students may receive credit for only one of EN.553.426, EN.553.427, EN.553.626, or EN.553.627."
235,EN53021201,MechE Dynamics Laboratory,This is the laboratory component to EN.530.202 MechE Dynamics.
236,EN53042001,Robot Sensors/Actuators,"Introduction to modeling and use of actuators and sensors in mechatronic design. Topics include electric motors, solenoids, micro-actuators, position sensors, and proximity sensors."
237,EN60110401,Computer Ethics,"Students will examine a variety of topics regarding policy, legal, and moral issues related to the computer science profession itself and to the proliferation of computers in all aspects of society, especially in the era of the Internet. The course will cover various general issues related to ethical frameworks and apply those frameworks more specifically to the use of computers and the Internet. The topics will include privacy issues, computer crime, intellectual property law -- specifically copyright and patent issues, globalization, and ethical responsibilities for computer science professionals. Work in the course will consist of weekly assignments on one or more of the readings and a final paper on a topic chosen by the student and approved by the instructor."
238,EN60142601,Principles of Programming Languages,"Functional, object-oriented, and other language features are studied independent of a particular programming language. Students become familiar with these features by implementing them. Most of the implementations are in the form of small language interpreters. Some type checkers and a small compiler will also be written. The total amount of code written will not be overly large, as the emphasis is on concepts. The ML programming language is the implementation language used. [Analysis] 
Prerequisites include EN.601.226. No Freshmen or Sophomores."
239,EN56029201,CaSE Research,"An introduction to the research process, students in this project-based course will develop an appreciation for the role of research in our society and will learn the tools indispensable to researchers, including how to conduct literature reviews, how to read and write technical literature, as well as how to formulate and test a research hypothesis. Students will explore the research process through a variety of methods including as an exercise in uncertainty quantification."
240,EN55341401,Applied Statistics and Data Analysis II,"Part II of a sequence on data analysis and linear models. Topics include categorical and discrete data analysis, mixed models, semiparametric and nonparametric regression, and generalized additive models. Applications of these methods using the R environment for statistical computing will be emphasized."
241,EN50030801,Multidisciplinary Engineering Design I,"Students will work on teams with colleagues from different engineering disciplines to tackle a challenge for a clinical, community, or industry project partner. Through practicing a creative, human-centered design process, teams will understand the essential need behind the problem, prototype solutions, test their prototypes, and present a final solution to their project partner. In addition to project work, students will learn to collaborate among different working styles. They will contribute expertise from their discipline to the project while learning new skills from their peers."
242,EN58011201,BME Design Group,
243,EN58041001,Effective Teaching and Management of Engineering Teams,Permission required.  Senior biomedical engineering students will assist the BME Modeling & Design course instructor in managing the laboratory component of the class.
244,EN60141401,Computer Networks,"Topics covered will include application layer protocols (e.g. HTTP, FTP, SMTP), transport layer protocols (UDP, TCP), network layer protocols (e.g. IP, ICMP), link layer protocols (e.g. Ethernet) and wireless protocols (e.g. IEEE 802.11). The course will also cover routing protocols such as link state and distance vector, multicast routing, and path vector protocols (e.g. BGP). The class will examine security issues such as firewalls and denial of service attacks. We will also study DNS, NAT, Web caching and CDNs, peer to peer, and protocol tunneling. Finally, we will explore security protocols (e.g. TLS, SSH, IPsec), as well as some basic cryptography necessary to understand these. Grading will be based on hands-on programming assignments, homeworks and two exams. [Systems]"
245,EN55336101,Intro to Optimization,"Appropriate for undergraduate and graduate students without the mathematical background required for EN.550.661.  An introductory survey of optimization methods, supporting mathematical theory and concepts, and application to problems of planning, design, prediction, estimation, and control in engineering, management, and science.  Study of varied optimization techniques including linear programming, network-problem methods, dynamic programming, integer programming, and nonlinear programming. Students should be familiar with computing and linear algebra. Recommended Course Background: one year of calculus"
246,EN60146501,Natural Language Processing,"This course is an in-depth overview of techniques for processing human language. How should linguistic structure and meaning be represented? What algorithms can recover them from text? And crucially, how can we build statistical models to choose among the many legal answers? The course covers methods for trees (parsing and semantic interpretation), sequences (finite-state transduction such as morphology), and words (sense and phrase induction), with applications to practical engineering tasks such as information retrieval and extraction, text classification, part-of-speech tagging, speech recognition and machine translation. There are a number of structured but challenging programming assignments. [Applications]"
247,EN60141701,Distributed Systems,"Graduate version of 601.317 Systems. Students may receive credit for 601.317 or 601.417 but not both. Recommended Course Background: EN.601.220, EN.601.226"
248,EN55310001,Introduction to Applied Mathematics and Statistics,A seminar-style series of lectures and assignments to acquaint the student with a range of intellectual and professional activities performed by applied mathematicians and statisticians. Problems arising in applied mathematics and statistics are presented by department faculty and outside speakers. Recommended Course Background: one semester of Calculus.
249,EN58041801,Principles of Pulmonary Physiology,"This course will provide students with an introduction to concepts in the structure and function of the respiratory system. 
Topics to be covered will include basic anatomy, lung mechanics, gas exchange, tests of pulmonary function and cardiopulmonary exercise, and the effects of disease on aspects of the 
respiratory system. Class sessions will mix both lecture and hands-on measurement, and will include discussion of instrumentation used in pulmonary measurements and a field trip to a 
clinical physiology laboratory at JHH. Recommended background: Chemistry, Physics, and Calculus II."
250,EN58043701,Neuro Data Design I,"In this year long course, students will work together in small teams to design, develop, and deploy a functioning tool for practicing brain scientists, either for accelerating research or augmenting the 
clinic.  The first semester will focus on scoping the tool, including determining feasibility (for us in a year) and significance (for the targeted brain science community), as well as a statement of work specifying deliverables and milestones.  The second semester will focus on developing the tool, getting regular feedback, and iterating, using the agile/lean development process.  Recommended Course Background: numerical programming."
251,EN53043801,Aerospace Materials,"Aircraft materials have a come a long way from the early days of bamboo, muslin and bailing wire, and this course will accentuate processing-structure-property-performance relations is a variety of metallic alloys, ceramics and composites.  Materials with applications in aeronautics, space and hypersonics will be emphasized, and topics will include: Al and Ti alloys, Co and Ni- based superalloys, refractory alloys; ceramic, metal and polymer-based composites; thermal protections systems; and dielectric windows and radomes."
252,EN53032901,Introduction to Fluid Mechanics Laboratory,"Co-requisite: 530.327
This course is the complementary laboratory course and a required co-requisite for 530.327 Intro to Fluid Mechanics."
253,EN58046201,Representations of Choice,"In this course we will examine key computational topics from the nascent fields of decision neuroscience and neuroeconomics.  After taking this course students will have an understanding of how the field emerged and will develop a critical appreciation of the advantages and limitations of different analytical approaches.  Students will also be able to discuss the current knowledge on processes of valuation, value-learning and decision-making in relation to their computational representations at the behavioral and neural level.
Linear Algebra and programming experience (python, matlab, or C) recommended."
254,EN55346301,Network Models in Operations Research,"In-depth mathematical study of network flow models in operations research, with emphasis on combinatorial approaches for solving them.  Introduction to techniques for constructing efficient algorithms, and to some related data structures, used in solving shortest-path, maximum-volume, flow, and minimum-cost flow problems.  Emphasis on linear models and flows, with brief discussion of non-linear models and network design."
255,EN53010701,MechE Undergraduate Seminar I,"A series of weekly seminars to inform students about careers in mechanical engineering and to discuss technological, social, ethical, legal, and economic issues relevant to the profession. Part 1 of a year-long sequence."
256,EN56042101,"Architectural Engineering - Form, Function and Technology","This course will cultivate broad knowledge of the use of engineering principles in the art of architecture.  Fundamental definitions of architecture in the basic provision of shelter and social use are paired with aesthetics and cultural heritage.  The course emphasizes structural frameworks and systems within the Civil Engineering curriculum, while expanding upon their critical intersections with the highly varied specialized components and systems of modern architecture, and the corresponding community of specialists that represent them.  Topics include a historical view of the evolution of specialization in architecture, a quantitative review of loads and resistance systems, architectural and structural determinants of form, the function and aesthetics of building surface, and an introduction to environmental systems and their role in design sustainability. The class will include a trip to Fallingwater, the house designed by Frank Lloyd Wright, in western Pennsylvania, which stands as an iconic example of American architecture and a complex example of architectural engineering.  This course is co-listed with EN.560.621 and EN.565.621."
257,EN60144601,Sketching and Indexing for Sequences,"Many of the world's largest and fastest-growing datasets are text, e.g. DNA sequencing data, web pages, logs and social media posts.  Such datasets are useful only to the degree we can query, compare and analyze them.  Here we discuss two powerful approaches in this area.  We will cover sketching, which enables us to summarize very large texts in small structures that allow us to measure the sizes of sets and of their unions and intersections.  This in turn allows us to measure similarity and find near neighbors.  Second, we will discuss indexing --- succinct and compressed indexes in particular -- which enables us to efficiently search inside very long strings, especially in highly repetitive texts.  The course will involve significant programming projects. [Analysis]"
258,EN55312201,Chance and Risk,"The course is intended for humanities and social science majors. It  will help students develop an appreciation of probability and randomness, and an understanding of its applications in real life situations involving chance and risk.  Applications, controversies, and paradoxes involving risk in business and economics, health and medicine, law, politics, sports, and gambling will be used to illustrate probabilistic concepts such as independence, conditional probability, expectation, correlation, and variance.  Class periods will typically include a combination of presentation of new material, an in-class activity, and class discussion.  Attendance and class participation will be an important part of the learning experience.  
Prerequisites:  There is no prerequisite beyond high school mathematics.  The course is not open to students who have taken calculus."
259,EN58043801,Neuro Data Design II,"In this year long course, students will work together in small teams to design, develop, and deploy a functioning tool for practicing brain scientists, either for accelerating research or augmenting the clinic.The first semester will focus on scoping the tool, including determining feasibility (for us in a year) and significance (for the targeted brain science community), as well as a statement of work specifying deliverables and milestones. The second semester will focus on developing the tool, getting regular feedback, and iterating, using the agile/lean development process.  
Recommended background: numerical programming."
260,EN60141501,Databases,Similar material as EN.601.315 covered in more depth for advanced undergraduates.
261,EN58021801,Learning Salon,"The Learning Salon is a weekly forum in which we explore bridges and contentions in biological and artificial learning. Each week our guest helps us uncover core theories, assumptions, and questions that lurk underneath the overwhelming proliferation of approaches to studying learning and intelligence. Humans are often assumed to represent the apex of learning and cognition, and arguably achieving or surpassing human cognitive capacity is the goal of AI. And yet, dogs, rats, flies, and machines can also learn specific tasks, sometimes exceeding human performance. In The Learning Salon, we explore this conundrum by bringing together people with different philosophies, disciplinary backgrounds, and approaches. People at different stages of their careers or outside of academia altogether are equally welcome."
